article_id,section_name,web_url,tags,pillar_name
travel/2021/jan/19/cumbria-new-carbon-neutral-plan-travel-tourism-lake-district,Travel,https://www.theguardian.com/travel/2021/jan/19/cumbria-new-carbon-neutral-plan-travel-tourism-lake-district,"['Green travel', 'United Kingdom holidays', 'Travel', 'Cumbria', 'UK news', 'Environment', 'Greenhouse gas emissions', 'Climate crisis', 'News', 'Article', 'Sustainable fashion', 'UK Travel']",Lifestyle
environment/2021/oct/19/uk-government-reveals-net-zero-plan-create-jobs,Environment,https://www.theguardian.com/environment/2021/oct/19/uk-government-reveals-net-zero-plan-create-jobs,"['Green economy', 'UK news', 'Cop26', 'Climate crisis', 'Boris Johnson', 'Environment', 'Politics', 'Wind power', 'Renewable energy', 'Energy', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Motoring', 'Technology', 'Travel and transport', 'Carbon capture and storage (CCS)', 'Article', 'News', 'Fiona Harvey', 'Jessica Elgot', 'The Guardian', 'Main section', 'Top stories', 'UK Environment']",News
business/2021/oct/05/the-uk-2035-net-zero-electricity-target-how-could-it-be-achieved,Business,https://www.theguardian.com/business/2021/oct/05/the-uk-2035-net-zero-electricity-target-how-could-it-be-achieved,"['Energy industry', 'Business', 'Energy', 'Environment', 'Electric, hybrid and low-emission cars', 'UK news', 'Greenhouse gas emissions', 'Climate Change Committee', 'Analysis', 'Nuclear power', 'Fossil fuels', 'Article', 'Explainers', 'Rob Davies', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
business/2021/may/21/65m-households-uk-electric-car,Business,https://www.theguardian.com/business/2021/may/21/65m-households-uk-electric-car,"['Automotive industry', 'Ofgem', 'Business', 'Consumer affairs', 'Money', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Environment', 'Climate crisis', 'Motoring', 'Travel and transport', 'Ethical and green living', 'Technology', 'Article', 'News', 'Julia Kollewe', 'UK Business']",News
business/2021/nov/27/bulb-chief-used-government-advisory-role-to-brief-against-rivals,Business,https://www.theguardian.com/business/2021/nov/27/bulb-chief-used-government-advisory-role-to-brief-against-rivals,"['Energy industry', 'Energy', 'Renewable energy', 'Greenhouse gas emissions', 'Gas', 'Business', 'ScottishPower', 'Climate crisis', 'Carbon offsetting', 'UK news', 'Article', 'News', 'Jillian Ambrose', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
commentisfree/2021/nov/14/cop26-last-hope-survival-climate-civil-disobedience,Opinion,https://www.theguardian.com/commentisfree/2021/nov/14/cop26-last-hope-survival-climate-civil-disobedience,"['Opinion', 'Climate crisis', 'Cop26', 'Green politics', 'Environment', 'World news', 'Article', 'Comment', 'George Monbiot', 'The Guardian', 'Journal', 'Opinion', 'UK Opinion']",Opinion
environment/2021/may/24/britain-electric-car-charging-network-ofgem-points,Environment,https://www.theguardian.com/environment/2021/may/24/britain-electric-car-charging-network-ofgem-points,"['Electric, hybrid and low-emission cars', 'Environment', 'Motoring', 'Technology', 'Motoring', 'Money', 'UK news', 'Scotland', 'Greenhouse gas emissions', 'Climate crisis', 'Ethical and green living', 'Travel and transport', 'Carbon capture and storage (CCS)', 'Energy', 'Fossil fuels', 'Article', 'News', 'Kalyeena Makortoff', 'Jillian Ambrose', 'The Guardian', 'Main section', 'UK news', 'UK Business']",News
australia-news/2021/sep/03/morrison-government-urged-to-set-sector-specific-emissions-reduction-targets,Australia news,https://www.theguardian.com/australia-news/2021/sep/03/morrison-government-urged-to-set-sector-specific-emissions-reduction-targets,"['Australian politics', 'Climate crisis', 'Environment', 'Coalition', 'Australia news', 'Article', 'News', 'Paul Karp', 'Australia News']",News
commentisfree/2021/nov/02/australia-could-become-a-net-negative-emissions-economy-the-technology-already-exists,Opinion,https://www.theguardian.com/commentisfree/2021/nov/02/australia-could-become-a-net-negative-emissions-economy-the-technology-already-exists,"['Opinion', 'Energy', 'Climate crisis', 'Australian politics', 'Australia news', 'Environment', 'Renewable energy', 'Greenhouse gas emissions', 'Carbon capture and storage (CCS)', 'Carbon offsetting', 'Energy', 'Electric vehicles', 'Solar power', 'Wind power', 'Coal', 'Road transport', 'Hydrogen power', 'Gas', 'Farming', 'Technology', 'Article', 'Comment', 'Frank Jotzo', 'Australia Opinion']",Opinion
environment/2021/aug/10/nsw-transport-minister-wants-federal-government-to-use-electric-vehicles-in-fleet,Environment,https://www.theguardian.com/environment/2021/aug/10/nsw-transport-minister-wants-federal-government-to-use-electric-vehicles-in-fleet,"['Electric vehicles', 'New South Wales', 'Climate crisis', 'Environment', 'Article', 'Australia news', 'News', 'Royce Kurmelovs', 'Australia News']",News
business/2021/may/09/electric-cars-will-be-cheaper-to-produce-than-fossil-fuel-vehicles-by-2027,Business,https://www.theguardian.com/business/2021/may/09/electric-cars-will-be-cheaper-to-produce-than-fossil-fuel-vehicles-by-2027,"['Automotive industry', 'Business', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Climate crisis', 'Environment', 'Ethical and green living', 'World news', 'Europe', 'UK news', 'Article', 'News', 'Joanna Partridge', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/2021/nov/09/australia-ranked-last-of-60-countries-for-policy-response-to-climate-crisis,Australia news,https://www.theguardian.com/environment/2021/nov/09/australia-ranked-last-of-60-countries-for-policy-response-to-climate-crisis,"['Australia news', 'Cop26', 'Environment', 'Scott Morrison', 'Angus Taylor', 'Climate crisis', 'Greenhouse gas emissions', 'Article', 'News', 'Graham Readfearn', 'The Guardian', 'Main section', 'UK news', 'Australia News']",News
environment/2021/jul/29/lake-powell-arizona-utah-climate-crisis,Environment,https://www.theguardian.com/environment/2021/jul/29/lake-powell-arizona-utah-climate-crisis,"['This land is your land', 'Climate crisis', 'Arizona', 'Utah', 'US news', 'Environment', 'World news', 'Article', 'News', 'Features', 'Annette McGivney', 'US News']",News
business/2021/jul/17/green-transport-can-only-succeed-with-a-greener-grid,Business,https://www.theguardian.com/business/2021/jul/17/green-transport-can-only-succeed-with-a-greener-grid,"['Energy industry', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Business', 'Climate crisis', 'Environment', 'Travel and transport', 'Hydrogen power', 'Renewable energy', 'Article', 'Analysis', 'Jillian Ambrose', 'The Observer', 'Main section', 'Business', 'UK Business']",News
world/2021/jul/14/eus-green-deal-plans-launched-with-make-or-break-decade-warning,World news,https://www.theguardian.com/world/2021/jul/14/eus-green-deal-plans-launched-with-make-or-break-decade-warning,"['European Commission', 'Greenhouse gas emissions', 'European Union', 'Ursula von der Leyen', 'Climate crisis', 'Pollution', 'Cop26', 'Industrial policy', 'Energy efficiency', 'Renewable energy', 'Trees and forests', 'Electric, hybrid and low-emission cars', 'World Trade Organization', 'Environment', 'Europe', 'Business', 'Law', 'Article', 'News', 'Jennifer Rankin', 'The Guardian', 'Main section', 'International', 'UK Environment', 'UK Foreign']",News
uk-news/2021/oct/27/cop26-own-goal-despair-over-budget-backing-for-flights-and-roads,UK news,https://www.theguardian.com/uk-news/2021/oct/27/cop26-own-goal-despair-over-budget-backing-for-flights-and-roads,"['Autumn budget 2021', 'Cop26', 'Climate crisis', 'UK news', 'Environment', 'Green politics', 'Green party', 'Caroline Lucas', 'Air transport', 'Road transport', 'Politics', 'Travel and transport', 'Rishi Sunak', 'Conservatives', 'Article', 'News', 'Damian Carrington', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
environment/2021/nov/01/the-climate-crisis-explained-in-10-charts,Environment,https://www.theguardian.com/environment/2021/nov/01/the-climate-crisis-explained-in-10-charts,"['Climate crisis', 'Greenhouse gas emissions', 'Fossil fuels', 'Deforestation', 'Renewable energy', 'Electric, hybrid and low-emission cars', 'Article', 'World news', 'Environment', 'Explainers', 'Damian Carrington', 'Paul Torpey', 'UK Environment']",News
environment/2021/oct/24/net-zero-strategy-year-late-lacking-ambition-and-funding,Environment,https://www.theguardian.com/environment/2021/oct/24/net-zero-strategy-year-late-lacking-ambition-and-funding,"['Green economy', 'Cop26', 'Climate crisis', 'Business leader', 'Politics', 'Economics', 'Nuclear power', 'Comment', 'Elon Musk', 'SpaceX', 'Meat industry', 'Meat', 'Business', 'Article', 'The Observer', 'Main section', 'Business', 'UK Business']",News
business/2021/jun/16/volvo-build-steel-cars-without-fossil-fuels,Business,https://www.theguardian.com/business/2021/jun/16/volvo-build-steel-cars-without-fossil-fuels,"['Volvo', 'Motoring', 'Business', 'Automotive industry', 'Fossil fuels', 'Fossil fuel divestment', 'Energy', 'Environment', 'Steel industry', 'Manufacturing sector', 'Technology', 'Article', 'News', 'Jasper Jolly', 'UK Business']",News
environment/2021/jul/28/leading-the-charge-can-i-make-it-from-lands-end-to-john-ogroats-in-an-electric-car,Environment,https://www.theguardian.com/environment/2021/jul/28/leading-the-charge-can-i-make-it-from-lands-end-to-john-ogroats-in-an-electric-car,"['Electric, hybrid and low-emission cars', 'Motoring', 'Ethical and green living', 'Renewable energy', 'Hydrogen power', 'Greenhouse gas emissions', 'Climate crisis', 'Energy', 'Environment', 'Technology', 'Travel and transport', 'Tesla', 'Motoring', 'Petrol prices', 'Fuel duty', 'Scotland', 'Article', 'Features', 'Sam Wollaston', 'The Guardian', 'G2', 'Comment & features', 'UK G2 Features', 'UK G2 production']",News
business/2021/sep/01/shell-on-street-ev-charge-points-2025,Business,https://www.theguardian.com/business/2021/sep/01/shell-on-street-ev-charge-points-2025,"['Shell', 'Business', 'Oil', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Motoring', 'Climate crisis', 'Green streets', 'UK news', 'Fossil fuels', 'Local government', 'Article', 'News', 'Gwyn Topham', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
australia-news/2021/oct/05/running-homes-and-cars-on-electricity-alone-would-save-households-5443-a-year-report-finds,Australia news,https://www.theguardian.com/australia-news/2021/oct/05/running-homes-and-cars-on-electricity-alone-would-save-households-5443-a-year-report-finds,"['Energy', 'Climate crisis', 'Energy', 'Fossil fuels', 'Australia news', 'Environment', 'Article', 'News', 'Royce Kurmelovs', 'Australia News']",News
media/2021/sep/23/watchdog-to-launch-crackdown-on-ads-falsely-claiming-green-credentials,Media,https://www.theguardian.com/media/2021/sep/23/watchdog-to-launch-crackdown-on-ads-falsely-claiming-green-credentials,"['Advertising', 'Advertising Standards Authority', 'Climate crisis', 'Manufacturing sector', 'Airline industry', 'Automotive industry', 'Food & drink industry', 'Business', 'Media', 'Environment', 'UK news', 'Article', 'News', 'Mark Sweney', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/live/2021/nov/10/cop26-live-news-reaction-to-draft-agreement-as-conference-focuses-on-transport,Environment,https://www.theguardian.com/environment/live/2021/nov/10/cop26-live-news-reaction-to-draft-agreement-as-conference-focuses-on-transport,"['Cop26', 'Climate crisis', 'Glasgow', 'Environment', 'Scotland', 'World news', 'UK news', 'Article', 'Minute by minute', 'News', 'Alan Evans', 'Matthew Taylor', 'Jonathan Watts', 'Adam Morton', 'Damian Carrington', 'Heather Stewart', 'Jillian Ambrose', 'Severin Carrell', 'Jessica Murray', 'Patrick Greenfield', 'Oliver Milman', 'Elena Morresi', 'UK Environment']",News
environment/2021/aug/18/uk-government-failing-to-help-local-leaders-achieve-net-zero,Environment,https://www.theguardian.com/environment/2021/aug/18/uk-government-failing-to-help-local-leaders-achieve-net-zero,"['Groundwork', 'Greenhouse gas emissions', 'UK news', 'Environment', 'Climate crisis', 'Local government', 'Mayoral elections', 'Local politics', 'Politics', 'Society', 'Article', 'News', 'Amelia Hill', 'UK Environment']",News
commentisfree/2021/mar/17/we-must-do-more-to-drive-the-uptake-of-electric-vehicles-in-australia,Opinion,https://www.theguardian.com/commentisfree/2021/mar/17/we-must-do-more-to-drive-the-uptake-of-electric-vehicles-in-australia,"['Opinion', 'Electric, hybrid and low-emission cars', 'Australian politics', 'Greenhouse gas emissions', 'Environment', 'Motoring', 'Australia news', 'Climate crisis', 'Article', 'Comment', 'Trent Zimmerman', 'Australia Opinion']",Opinion
uk-news/2021/oct/27/hull-begins-to-turn-towards-green-energy-future-sunak-budget,UK news,https://www.theguardian.com/uk-news/2021/oct/27/hull-begins-to-turn-towards-green-energy-future-sunak-budget,"['Autumn budget 2021', 'Business', 'Green economy', 'Renewable energy', 'Hull', 'UK news', 'Energy', 'Environment', 'Article', 'News', 'Features', 'Jasper Jolly', 'Georgina Quach', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
us-news/2021/jun/07/hawaii-bill-seeks-to-cut-funding-protect-environment,US news,https://www.theguardian.com/us-news/2021/jun/07/hawaii-bill-seeks-to-cut-funding-protect-environment,"['Hawaii', 'US news', 'Environment', 'Climate crisis', 'Article', 'News', 'US News']",News
environment/2021/jul/06/uks-climate-targets-will-cost-less-than-battling-covid-says-obr,Environment,https://www.theguardian.com/environment/2021/jul/06/uks-climate-targets-will-cost-less-than-battling-covid-says-obr,"['Environment', 'Office for Budget Responsibility', 'Business', 'UK news', 'Climate science', 'Politics', 'Climate crisis', 'Article', 'News', 'Jillian Ambrose', 'Graeme Wearden', 'UK Environment']",News
business/2021/nov/01/the-road-to-net-zero-aberdeen-looks-to-a-future-without-oil,Business,https://www.theguardian.com/business/2021/nov/01/the-road-to-net-zero-aberdeen-looks-to-a-future-without-oil,"['Economics', 'Scotland', 'Aberdeen', 'Cop26', 'Oil', 'Environment', 'Business', 'Commodities', 'UK news', 'Climate crisis', 'Scottish politics', 'Green economy', 'Energy industry', 'Fossil fuel divestment', 'Fossil fuels', 'Wind power', 'Energy', 'Politics', 'Renewable energy', 'Energy', 'Article', 'News', 'Features', 'Larry Elliott', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
us-news/2021/oct/28/biden-spending-plan-billions-climate-crisis,US news,https://www.theguardian.com/us-news/2021/oct/28/biden-spending-plan-billions-climate-crisis,"['Joe Biden', 'Climate crisis', 'US domestic policy', 'US news', 'Environment', 'World news', 'US Congress', 'Article', 'News', 'Joe Manchin', 'US politics', 'Cop26', 'Oliver Milman', 'The Guardian', 'Main section', 'UK news', 'US News']",News
australia-news/2021/oct/24/reaping-the-wind-turbines-the-little-town-in-the-great-dividing-range-split-by-green-energy-plan,Australia news,https://www.theguardian.com/australia-news/2021/oct/24/reaping-the-wind-turbines-the-little-town-in-the-great-dividing-range-split-by-green-energy-plan,"['The rural network', 'Wind power', 'Renewable energy', 'Rural Australia', 'Energy', 'Australia news', 'Environment', 'Article', 'Rural network', 'The rural network']",News
commentisfree/2021/jul/14/the-guardian-view-on-the-governments-net-zero-targets-too-much-hot-air,Opinion,https://www.theguardian.com/commentisfree/2021/jul/14/the-guardian-view-on-the-governments-net-zero-targets-too-much-hot-air,"['Opinion', 'Carbon footprints', 'Greenhouse gas emissions', 'Climate crisis', 'Environment', 'Ethical and green living', 'Conservatives', 'Politics', 'Energy', 'UK news', 'Air transport', 'World news', 'Article', 'Editorials', 'Comment', 'Editorial', 'The Guardian', 'Journal', 'Opinion', 'UK Letters and Leader Writers']",Opinion
environment/2021/aug/22/uk-switch-to-hydrogen-power-must-not-rely-on-fossil-fuels-warn-campaigners,Environment,https://www.theguardian.com/environment/2021/aug/22/uk-switch-to-hydrogen-power-must-not-rely-on-fossil-fuels-warn-campaigners,"['Hydrogen power', 'Fossil fuels', 'Energy industry', 'Business', 'Energy', 'Renewable energy', 'Environment', 'Article', 'News', 'Jillian Ambrose', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/2021/jan/25/electric-cars-are-not-the-only-green-solution,Environment,https://www.theguardian.com/environment/2021/jan/25/electric-cars-are-not-the-only-green-solution,"['Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Climate crisis', 'Environment', 'Ethical and green living', 'Motoring', 'Travel and transport', 'Nissan', 'Transport policy', 'Automotive industry', 'Business', 'Green economy', 'Article', 'Letters', 'The Guardian', 'Journal', 'Letters', 'UK Letters and Leader Writers']",News
business/2021/oct/19/drax-dropped-from-index-of-green-energy-firms-amid-biomass-doubts,Business,https://www.theguardian.com/business/2021/oct/19/drax-dropped-from-index-of-green-energy-firms-amid-biomass-doubts,"['Drax', 'Energy industry', 'Business', 'Renewable energy', 'Energy', 'Environment', 'UK news', 'Biomass and bioenergy', 'Financial sector', 'Article', 'News', 'Jillian Ambrose', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
australia-news/2021/nov/10/low-emissions-technology-to-receive-500m-boost-from-coalitions-new-1bn-fund,Australia news,https://www.theguardian.com/australia-news/2021/nov/10/low-emissions-technology-to-receive-500m-boost-from-coalitions-new-1bn-fund,"['Australian politics', 'Australia news', 'Climate crisis', 'Fossil fuels', 'Technology', 'Energy', 'Environment', 'Article', 'News', 'Paul Karp', 'Australia News']",News
environment/2021/jul/14/what-is-the-eus-plan-to-tackle-global-heating-and-will-it-work,Environment,https://www.theguardian.com/environment/2021/jul/14/what-is-the-eus-plan-to-tackle-global-heating-and-will-it-work,"['Climate crisis', 'Environment', 'European Commission', 'European Union', 'Europe', 'World news', 'Article', 'News', 'Explainers', 'Jennifer Rankin', 'The Guardian', 'Main section', 'International', 'UK Foreign']",News
environment/2021/oct/14/states-put-australia-on-track-to-beat-2030-emissions-pledge-but-morrison-may-not-make-it-official,Environment,https://www.theguardian.com/environment/2021/oct/14/states-put-australia-on-track-to-beat-2030-emissions-pledge-but-morrison-may-not-make-it-official,"['Climate crisis', 'Environment', 'Australian politics', 'Coalition', 'Australia news', 'Scott Morrison', 'Cop26', 'Article', 'News', 'Katharine Murphy', 'Adam Morton', 'Australia News']",News
world/2021/jun/02/g7-nations-committing-billions-more-to-fossil-fuel-than-green-energy,World news,https://www.theguardian.com/world/2021/jun/02/g7-nations-committing-billions-more-to-fossil-fuel-than-green-energy,"['G7', 'Fossil fuels', 'Energy', 'Green economy', 'UK news', 'World news', 'Environment', 'Climate crisis', 'Oil', 'Oil', 'Gas', 'Commodities', 'Business', 'Gas', 'Article', 'News', 'Sandra Laville', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
environment/2021/oct/30/hydrogen-high-street-could-these-homes-change-the-way-we-keep-warm,Environment,https://www.theguardian.com/environment/2021/oct/30/hydrogen-high-street-could-these-homes-change-the-way-we-keep-warm,"['Hydrogen power', 'Energy industry', 'Business', 'Energy', 'Environment', 'Renewable energy', 'National Grid', 'Utilities', 'Article', 'Features', 'Jillian Ambrose', 'The Observer', 'Main section', 'Business', 'UK Business']",News
environment/2021/oct/31/as-cop26-begins-its-time-to-face-inconvenient-truths,Environment,https://www.theguardian.com/environment/2021/oct/31/as-cop26-begins-its-time-to-face-inconvenient-truths,"['Cop26', 'Environment', 'Climate crisis', 'Greenhouse gas emissions', 'Carbon capture and storage (CCS)', 'Carbon footprints', 'Carbon offsetting', 'Insulate Britain', 'Autumn budget 2021', 'Science', 'Technology', 'Article', 'Letters', 'The Guardian', 'Journal', 'Letters', 'UK Letters and Leader Writers']",News
uk-news/2021/oct/11/prince-charles-car-runs-on-cheese-wine-byproducts,UK news,https://www.theguardian.com/uk-news/2021/oct/11/prince-charles-car-runs-on-cheese-wine-byproducts,"['King Charles III', 'Biofuels', 'Energy', 'Environment', 'Monarchy', 'Renewable energy', 'UK news', 'Climate crisis', 'Greenhouse gas emissions', 'Article', 'News', 'Ben Quinn', 'The Guardian', 'Main section', 'Top stories', 'UK Home News']",News
environment/2021/aug/04/electric-vehicles-have-a-rich-past-and-a-richer-future,Environment,https://www.theguardian.com/environment/2021/aug/04/electric-vehicles-have-a-rich-past-and-a-richer-future,"['Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Climate crisis', 'Environment', 'Ethical and green living', 'Motoring', 'Self-driving cars', 'Technology', 'Travel and transport', 'Tesla', 'Article', 'Letters', 'The Guardian', 'Journal', 'Letters', 'UK Letters and Leader Writers']",News
environment/2021/aug/03/whats-the-fuss-no-fuss-readers-on-their-electric-vehicles,Environment,https://www.theguardian.com/environment/2021/aug/03/whats-the-fuss-no-fuss-readers-on-their-electric-vehicles,"['Electric, hybrid and low-emission cars', 'Motoring', 'Ethical and green living', 'Greenhouse gas emissions', 'Climate crisis', 'Travel and transport', 'Technology', 'Environment', 'Article', 'Guardian readers', 'Jedidajah Otte', 'Alfie Packham', 'The Guardian', 'Main section', 'UK news', 'UK Communities and Social']",News
business/2021/apr/02/green-energy-tariff-renewable-deals,Business,https://www.theguardian.com/business/2021/apr/02/green-energy-tariff-renewable-deals,"['Energy industry', 'Business', 'Energy', 'Green economy', 'Environment', 'Energy bills', 'Consumer affairs', 'Household bills', 'Money', 'UK news', 'Article', 'Features', 'Jillian Ambrose', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
technology/2021/oct/06/google-maps-to-show-the-lowest-carbon-route-for-car-journeys,Technology,https://www.theguardian.com/technology/2021/oct/06/google-maps-to-show-the-lowest-carbon-route-for-car-journeys,"['Google Maps', 'Greenhouse gas emissions', 'Technology', 'Environment', 'Google', 'Climate crisis', 'US news', 'Article', 'News', 'Dan Milmo', 'UK Home News']",News
environment/2021/nov/10/weatherwatch-when-the-wind-drops-keeping-renewable-energy-supplies-steady,Environment,https://www.theguardian.com/environment/2021/nov/10/weatherwatch-when-the-wind-drops-keeping-renewable-energy-supplies-steady,"['Renewable energy', 'Energy', 'Environment', 'UK news', 'Norway', 'Europe', 'World news', 'Iceland', 'Morocco', 'Africa', 'Middle East and north Africa', 'Article', 'News', 'Features', 'Jeremy Plester', 'The Guardian', 'Main section', 'Weather', 'UK Weather']",News
environment/2021/jun/12/calls-for-g7-spending-restraint-misguided-warns-lord-stern,Environment,https://www.theguardian.com/environment/2021/jun/12/calls-for-g7-spending-restraint-misguided-warns-lord-stern,"['Nicholas Stern', 'Green economy', 'Austerity', 'G7', 'Climate crisis', 'World news', 'Coronavirus', 'Economics', 'Global economy', 'Business', 'Environment', 'Article', 'News', 'Fiona Harvey', 'UK Environment']",News
environment/2021/nov/11/low-carbon-aviation-fuels-activists-stay-grounded,Environment,https://www.theguardian.com/environment/2021/nov/11/low-carbon-aviation-fuels-activists-stay-grounded,"['Green light', 'Environment', 'Business', 'Climate crisis', 'Hydrogen power', 'Energy', 'Renewable energy', 'Transport policy', 'Air transport', 'Airline emissions', 'Airline industry', 'Article', 'Features', 'US News']",News
commentisfree/2021/oct/19/the-guardian-view-on-the-net-zero-strategy-not-tough-enough,Opinion,https://www.theguardian.com/commentisfree/2021/oct/19/the-guardian-view-on-the-net-zero-strategy-not-tough-enough,"['Opinion', 'Environment', 'Climate Change Committee', 'Climate science', 'Cop26', 'Greenhouse gas emissions', 'Energy', 'Green politics', 'Article', 'Editorials', 'Comment', 'Editorial', 'The Guardian', 'Journal', 'Opinion', 'UK Letters and Leader Writers']",Opinion
environment/2021/aug/02/is-remote-working-better-for-the-environment-not-necessarily,Environment,https://www.theguardian.com/environment/2021/aug/02/is-remote-working-better-for-the-environment-not-necessarily,"['Environment', 'Working from home', 'US work & careers', 'Business', 'Carbon footprints', 'Greenhouse gas emissions', 'Climate crisis', 'Green light', 'Article', 'Features', 'US Business']",News
